ICAO,IATA,DB ID,FlighStats API Name (Okay quality),OurAirports.com Name (Good quality),FlightAware API Name (bad quality),Marketing Name (OurAirports + our edits),City,Country,Country Code,Continent,Latitude,Longitude,Timezone,Flight Rank,Relevance,On Time Departures,On Time Departures Rank,Cancel %,No Flights,Airport Type,Elevation (ft),Website,Apple terminal maps? (63),Google terminal maps?,"If Gate known, replace any ""N/A"" Terminal with:"
OTHH,DOH,570ae63e-c342-4fdb-b344-554184c13f1b,Hamad International Airport,Hamad International Airport,Hamad Intl,Hamad Intl,Doha,Qatar,QA,Middle East,25.260988,51.613594,Asia/Qatar,84,5,91%,59,0%,7387,,,,TRUE,,
ZGHA,CSX,86baea5b-ada7-4048-b0f9-e647cf3e2e15,Changsha Huanghua International Airport,Changsha Huanghua International Airport,Changsha Huanghua Intl,Changsha Huanghua Intl ,Changsha,China,CN,Asia,28.193336,113.214592,Asia/Shanghai,85,4,74%,848,1%,7261,large_airport,217,,,,
ZHHH,WUH,23dd4ec9-31d9-44e9-9f2e-9ef34581a2cf,Wuhan Tianhe International Airport,Wuhan Tianhe International Airport,Wuhan Tianhe,Wuhan Tianhe Intl ,Wuhan,China,CN,Asia,30.776789,114.217577,Asia/Shanghai,86,4,74%,835,0%,7246,large_airport,113,http://www.whairport.com/,,,
LOWW,VIE,f14d8bd3-c692-4468-a9c2-7c89ab7a4ce4,Vienna International Airport,Vienna International Airport,Vienna Intl,Vienna Intl ,Vienna,Austria,AT,Europe,48.11972,16.563583,Europe/Vienna,87,5,78%,682,1%,7245,large_airport,600,http://www.viennaairport.com/en/,,,
EIDW,DUB,5dc01a9f-6855-4248-8e7b-0fef83144078,Dublin Airport,Dublin Airport,Dublin Intl,Dublin ,Dublin,Ireland,IE,Europe,53.42728,-6.24357,Europe/Dublin,88,4,83%,348,3%,7202,large_airport,242,http://www.dublinairport.com/,,,
OERK,RUH,56e3ef69-c3d7-40f5-9d89-15012cc9f138,King Khaled International Airport,King Khaled International Airport,King Khalid Intl,King Khaled Intl ,Riyadh,Saudi Arabia,SA,Middle East,24.959289,46.702876,Asia/Riyadh,89,4,81%,497,1%,7184,large_airport,2049,,,,
RJFF,FUK,5520f4e4-bd55-48ca-9bc3-9e97990329ca,Fukuoka Airport,Fukuoka Airport,Fukuoka,Fukuoka ,Fukuoka,Japan,JP,Asia,33.584286,130.443891,Asia/Tokyo,90,5,78%,672,1%,7146,large_airport,32,http://www.fuk-ab.co.jp/english/frame_index.html,,,
YBBN,BNE,d0a07fb4-918a-4e7f-aeb2-3efb7649214a,Brisbane International Airport,Brisbane International Airport,Brisbane,Brisbane Intl ,Brisbane,Australia,AU,Oceania,-27.403031,153.109058,Australia/Brisbane,91,5,85%,263,1%,714,large_airport,13,,TRUE,,
LPPT,LIS,f16c846f-6351-43af-8ae8-28df302e7c24,Humberto Delgado Airport (Lisbon Portela Airport),Humberto Delgado Airport (Lisbon Portela Airport),"Lisbon / Lisboa,Portela (Lisbon)",Lisbon Portela,Lisbon,Portugal,PT,Europe,38.770043,-9.128165,Europe/Lisbon,92,4,70%,958,0%,7114,large_airport,374,http://www.ana.pt/en-US/Aeroportos/lisboa/Lisboa/Pages/HomeLisboa.aspx,,,
EBBR,BRU,cedbcaaa-96c5-48e3-88f1-6f27c2fb09df,Brussels Airport,Brussels Airport,Brussels,Brussels ,Brussels,Belgium,BE,Europe,50.89717,4.483602,Europe/Brussels,93,5,67%,1012,1%,7041,large_airport,184,http://www.brusselsairport.be/en/,,,Main
KSAN,SAN,dbeb2230-9c7b-428a-b122-a07186f48a86,San Diego International Airport,San Diego International Airport,San Diego Intl,San Diego Intl ,San Diego,United States,US,North America,32.731938,-117.197312,America/Los_Angeles,94,5,80%,519,1%,704,large_airport,17,http://www.san.org/,TRUE,,
SPJC,LIM,79aa7b04-9715-4c21-944b-c8ca396a37c2,Jorge Chávez International Airport,Jorge Chávez International Airport,Jorge Chavez Intl,Jorge Chávez Intl,Lima,Peru,PE,South America,-12.024763,-77.10879,America/Lima,95,4,76%,745,2%,6991,,,,,,
ZSQD,TAO,df64280e-9219-4e5b-a70c-f41e0b099f5d,Liuting Airport,Liuting Airport,Qingdao Liuting Intl,Liuting ,Qingdao,China,CN,Asia,36.265884,120.382361,Asia/Shanghai,96,4,73%,868,1%,6915,medium_airport,33,,,,
EDDL,DUS,5c465ccf-d921-4359-8387-34bd51abb926,Düsseldorf Airport,Düsseldorf Airport,Dusseldorf Intl,Düsseldorf ,Dusseldorf,Germany,DE,Europe,51.278327,6.76558,Europe/Berlin,97,5,65%,1032,2%,6911,large_airport,147,http://www.dus.com/dus_en/,,,
KTPA,TPA,af50854a-e728-4e40-885b-d8b73b69f6e8,Tampa International Airport,Tampa International Airport,Tampa Intl,Tampa Intl ,Tampa,United States,US,North America,27.979869,-82.535415,America/New_York,98,5,81%,443,1%,6755,large_airport,26,,,,
RJBB,KIX,05f38441-6e21-4f4f-8b90-f6ff8be5f037,Kansai International Airport,Kansai International Airport,Kansai Intl,Kansai Intl ,Osaka,Japan,JP,Asia,34.43533,135.243977,Asia/Tokyo,99,4,86%,201,0%,6755,large_airport,26,http://www.kansai-airport.or.jp/en/index.asp,,,
WARR,SUB,5efe4046-1d05-4f7d-bace-0d0f2330e08a,Juanda International Airport,Juanda International Airport,Juanda Intl,Juanda Intl ,Surabaya,Indonesia,ID,Asia,-7.377937,112.793782,Asia/Jakarta,100,4,95%,9,0%,6745,large_airport,9,http://www.juanda-airport.com/,,,
SWRA,AAI,733d4019-521e-44c9-be37-bb8a12b926df,Arraias Airport,Arraias Airport,,Arraias ,Arraias,Brazil,BR,South America,-12.916667,-46.933333,America/Belem,,1,,,,,small_airport,1923,,,,
CYYC,YYC,36b39d54-6daa-4e19-952c-7c6e8783c00f,Calgary International Airport,Calgary International Airport,Calgary Intl,Calgary Intl ,Calgary,Canada,CA,North America,51.131394,-114.010551,America/Edmonton,102,5,70%,945,3%,6733,large_airport,3557,http://www.calgaryairport.com/,,,Main
SCEL,SCL,3bec8958-b68e-4e4b-9e12-cb5ccf89bc63,Comodoro Arturo Merino Benítez International Airport,Comodoro Arturo Merino Benítez International Airport,Comodoro Arturo Merino Benitez Intl,Comodoro Arturo Merino Benítez Intl ,Santiago,Chile,CL,South America,-33.397175,-70.793821,America/Santiago,103,4,72%,897,1%,6723,large_airport,1555,http://www.aeropuertosantiago.cl/ingles/index.php,,,
ZBTJ,TSN,c764f201-adb1-49ab-93d4-a603240dad38,Tianjin Binhai International Airport,Tianjin Binhai International Airport,Tianjin Binhai Intl,Tianjin Binhai Intl ,Tianjin,China,CN,Asia,39.128273,117.355906,Asia/Shanghai,104,4,72%,881,1%,6621,large_airport,10,,,,
ZWWW,URC,69533e3e-9b8d-4609-b30a-6957ba1e7a18,Ürümqi Diwopu International Airport,Ürümqi Diwopu International Airport,Urumqi Diwopu Intl,Ürümqi Diwopu Intl ,Urumqi,China,CN,Asia,43.90126,87.475148,Asia/Shanghai,105,4,82%,390,2%,6587,large_airport,2125,,,,
MMUN,CUN,6722dd71-adcb-46b6-958c-cee69251b676,Cancún International Airport,Cancún International Airport,Cancun Intl,Cancún Intl ,Cancun,Mexico,MX,North America,21.040457,-86.874439,America/Cancun,106,4,82%,398,1%,652,large_airport,22,http://www.asur.com.mx/asur/ingles/aeropuertos/cancun/cancun.asp,,,
EFHK,HEL,561f2662-7b0f-4f72-b5bc-916f7b082f49,Helsinki Vantaa Airport,Helsinki Vantaa Airport,Helsinki-Vantaa,Helsinki Vantaa ,Helsinki,Finland,FI,Europe,60.317953,24.966449,Europe/Helsinki,107,5,69%,967,1%,6488,large_airport,179,http://www.finavia.fi/en/helsinki-airport,TRUE,,
VOHS,HYD,7e3ff90d-d508-4b3f-9e19-7c0ea6b603b5,Rajiv Gandhi International Airport,Rajiv Gandhi International Airport,Rajiv Gandhi Intl,Rajiv Gandhi Intl ,Hyderabad,India,IN,Asia,17.233702,78.430427,Asia/Kolkata,108,4,82%,428,0%,645,large_airport,2024,http://www.shamshabadairport.com/,,,
NZAA,AKL,0b50fa2a-bab6-44c2-bcd8-678f40d15369,Auckland International Airport,Auckland International Airport,Auckland,Auckland Intl ,Auckland,New Zealand,NZ,Oceania,-37.004786,174.783524,Pacific/Auckland,109,4,74%,820,1%,6426,large_airport,23,http://www.auckland-airport.co.nz/,,,
VOMM,MAA,8bd85156-345c-4511-88b4-74f7fdec70cd,Chennai International Airport,Chennai International Airport,Chennai Intl,Chennai Intl ,Chennai,India,IN,Asia,12.982267,80.163782,Asia/Kolkata,110,4,81%,498,0%,6416,large_airport,52,,,,
RJCC,CTS,989b8d16-a970-4003-9c46-16b99b099848,New Chitose Airport,New Chitose Airport,New Chitose,New Chitose ,Sapporo,Japan,JP,Asia,42.787281,141.681341,Asia/Tokyo,111,4,73%,864,4%,6409,large_airport,82,http://www.new-chitose-airport.jp/language/english/,,,
WADD,DPS,1894a933-e86f-4202-8ba9-fd44f73ae562,Ngurah Rai (Bali) International Airport,Ngurah Rai (Bali) International Airport,Ngurah Rai/Bali Intl,Ngurah Rai Intl ,Denpasar,Indonesia,ID,Asia,-8.748056,115.1675,Asia/Makassar,112,4,70%,942,1%,6309,large_airport,14,http://www.angkasapura1.co.id/eng/location/bali.htm,,,
KPDX,PDX,01053f82-f010-43c1-ae11-53aa31e7b187,Portland International Airport,Portland International Airport,Portland Intl,Portland Intl ,Portland,United States,US,North America,45.588995,-122.592901,America/Los_Angeles,113,5,86%,209,1%,6269,large_airport,31,,TRUE,,Main
ZUGY,KWE,281fb537-c593-4d5a-b45b-45ce27bbbc4f,Longdongbao Airport,Longdongbao Airport,Guiyang Longdongbao,Longdongbao ,Guiyang,China,CN,Asia,26.544217,106.79598,Asia/Shanghai,114,4,65%,1043,3%,6236,large_airport,3736,,,,
KMDW,MDW,b1bccd34-3f11-416a-998f-65cc527ca2a0,Chicago Midway International Airport,Chicago Midway International Airport,Chicago Midway Intl,Chicago Midway Intl ,Chicago,United States,US,North America,41.788136,-87.740871,America/Chicago,115,5,67%,1008,10%,6211,large_airport,620,http://www.flychicago.com/midway/MidwayHomepage.shtm,TRUE,,Main
KSTL,STL,30c8d2d4-ab3c-4e75-bfff-7786e54941ae,St Louis Lambert International Airport,St Louis Lambert International Airport,St Louis Lambert Intl,St Louis Lambert Intl ,Saint Louis,United States,US,North America,38.748707,-90.379002,America/Chicago,116,5,77%,690,3%,6161,large_airport,618,http://www.lambert-stlouis.com/,,,
ZYHB,HRB,8c0c78b8-9cf6-4bbf-8da3-7be236952dc2,Taiping Airport,Taiping Airport,Harbin Taiping Intl,Taiping ,Harbin,China,CN,Asia,45.620854,126.23644,Asia/Shanghai,117,4,79%,591,0%,5939,large_airport,457,,,,
VECC,CCU,f4050829-ba10-4ff6-9a83-e723cd7d2277,Netaji Subhash Chandra Bose International Airport,Netaji Subhash Chandra Bose International Airport,Netaji Subhash Chandra Bose Intl,Netaji Subhash Chandra Bose Intl ,Kolkata,India,IN,Asia,22.64531,88.439306,Asia/Kolkata,118,4,82%,381,0%,5933,large_airport,16,,,,
EGCC,MAN,0f6792c2-c1b7-4356-9607-b64656099647,Manchester Airport,Manchester Airport,Manchester,Manchester ,Manchester,United Kingdom,GB,Europe,53.362908,-2.273354,Europe/London,119,5,56%,1140,1%,5917,large_airport,257,http://www.manchesterairport.co.uk/,,,
LSGG,GVA,93431f93-d5be-4e8c-a838-007f3ac732a8,Geneva Cointrin International Airport,Geneva Cointrin International Airport,Geneva Cointrin Intl,Geneva Cointrin Intl ,Geneva,Switzerland,CH,Europe,46.229634,6.105774,Europe/Zurich,120,4,71%,913,1%,5883,large_airport,1411,http://www.gva.ch/,TRUE,,
EDDT,TXL,08b99696-e7de-48cc-851b-88d9a1109ae9,Berlin-Tegel Airport,Berlin-Tegel Airport,Tegel Intl,Berlin-Tegel ,Berlin,Germany,DE,Europe,52.553944,13.291722,Europe/Berlin,121,5,82%,395,1%,5861,large_airport,122,http://www.berlin-airport.de/en/travellers-txl/index.php,TRUE,,
EPWA,WAW,41299575-1cae-4232-8b04-40b8777b22fe,Warsaw Chopin Airport,Warsaw Chopin Airport,Warsaw Frederic Chopin,Warsaw Chopin ,Warsaw,Poland,PL,Europe,52.170906,20.973289,Europe/Warsaw,122,4,84%,337,1%,5659,large_airport,362,http://www.lotnisko-chopina.pl/?lang=en,,,
LFMN,NCE,a2d5a3c5-791c-435d-8ff4-26072d77f630,Nice-Côte d'Azur Airport,Nice-Côte d'Azur Airport,Nice Cote d'Azur,Nice-Côte d'Azur ,Nice,France,FR,Europe,43.660488,7.205232,Europe/Paris,123,4,71%,908,3%,5651,large_airport,12,,,,
LIMC,MXP,4e2e7d0a-9203-4b17-a233-bf1913e06603,Malpensa International Airport,Malpensa International Airport,Malpensa Intl,Malpensa Intl ,Milan,Italy,IT,Europe,45.627405,8.71237,Europe/Rome,124,4,80%,549,1%,562,large_airport,768,http://www.sea-aeroportimilano.it/en/malpensa/index.phtml,,,
KBNA,BNA,812e405f-26e2-44fb-83fc-db16918270b2,Nashville International Airport,Nashville International Airport,Nashville Intl,Nashville Intl ,Nashville,United States,US,North America,36.13174,-86.668945,America/Chicago,125,4,79%,599,2%,5581,large_airport,599,,TRUE,,Main
ZYTX,SHE,9b263e5f-9776-4c75-bc93-cec806cc4fdb,Taoxian Airport,Taoxian Airport,Shenyang Taoxian Intl,Shenyang Taoxian Intl,Shenyang,China,CN,Asia,41.634992,123.485731,Asia/Shanghai,126,4,79%,583,1%,5547,large_airport,198,,,,
PHNL,HNL,520bf633-9001-4347-9db0-5aa228ee7c30,Daniel K Inouye International Airport,Daniel K Inouye International Airport,Daniel K Inouye Intl,Daniel K Inouye Intl ,Honolulu,United States,US,North America,21.325833,-157.921667,Pacific/Honolulu,127,5,87%,193,1%,5542,large_airport,13,http://hawaii.gov/dot/airports/hnl/,,,Main
EGSS,STN,d96781d4-9fa4-4b33-b1e3-f2b4444740fa,London Stansted Airport,London Stansted Airport,London Stansted,London Stansted ,London,United Kingdom,GB,Europe,51.889267,0.262703,Europe/London,128,4,73%,861,3%,55,large_airport,348,http://www.stanstedairport.com/,,,
VVNB,HAN,8a81e164-4c8e-4c01-8b04-b2497c51c090,Noi Bai International Airport,Noi Bai International Airport,Noi Bai Intl,Noi Bai Intl ,Hanoi,Viet Nam,VN,Asia,21.214184,105.802827,Asia/Ho_Chi_Minh,129,4,81%,449,0%,5433,large_airport,39,,,,
KDAL,DAL,3cbb70b8-eb30-493b-98df-313a5f330fa8,Dallas Love Field,Dallas Love Field,Dallas Love Field,Dallas Love Field,Dallas,United States,US,North America,32.843909,-96.850002,America/Chicago,130,5,65%,1033,2%,5396,large_airport,487,http://www.dallas-lovefield.com/,TRUE,,
WAAA,UPG,85f60c90-0f1f-4161-9a36-120e4f8c55b5,Hasanuddin International Airport,Hasanuddin International Airport,Sultan Hasanuddin Intl,Hasanuddin Intl ,Ujung Pandang,Indonesia,ID,Asia,-5.077019,119.547738,Asia/Makassar,131,4,45%,-,45%,5335,large_airport,47,,,,
ZYTL,DLC,43acafb8-3812-49f2-a6ac-4d1bd368a03a,Zhoushuizi Airport,Zhoushuizi Airport,Dalian Zhoushuizi Intl,Zhoushuizi ,Dalian,China,CN,Asia,38.96102,121.539991,Asia/Shanghai,132,4,79%,600,1%,533,large_airport,107,,,,
LGAV,ATH,cf45cd09-2351-45e6-bee2-e05eb99b1673,Eleftherios Venizelos International Airport,Eleftherios Venizelos International Airport,"Athens Intl, Eleftherios Venizelos",Eleftherios Venizelos Intl ,Athens,Greece,GR,Europe,37.93635,23.946486,Europe/Athens,133,4,92%,53,1%,5326,large_airport,308,http://www.aia.gr,,,
ROAH,OKA,d4ed967f-b773-49bb-a56d-c61a323783f2,Naha Airport,Naha Airport,Naha,Naha ,Okinawa,Japan,JP,Asia,26.204954,127.645842,Asia/Tokyo,134,4,77%,715,0%,531,large_airport,12,http://www.naha-airport.co.jp/,,,
MPTO,PTY,ac23b418-d8ce-4c2a-b264-04046fd33b08,Tocumen International Airport,Tocumen International Airport,Tocumen Intl,Tocumen Intl ,Panama City,Panama,PA,Central America,9.066897,-79.387639,America/Panama,135,4,95%,8,0%,5265,large_airport,135,,,,
RKPC,CJU,798d9b0a-6867-433c-857b-7b55bcf89445,Jeju International Airport,Jeju International Airport,Jeju Intl,Jeju Intl ,Jeju,Republic of Korea,KR,Asia,33.506698,126.493119,Asia/Seoul,136,4,66%,1024,3%,5248,large_airport,118,,,,
RJOO,ITM,9515bad4-7441-48ae-9d7d-8d477a4f1097,Osaka International Airport,Osaka International Airport,Osaka Intl (Itami),Osaka Intl ,Osaka,Japan,JP,Asia,34.790975,135.441719,Asia/Tokyo,137,4,91%,65,1%,5205,large_airport,50,,,,
ZSCN,KHN,fd3b9aee-de0f-44d6-b61e-514f2eaf6355,Nanchang Changbei International Airport,Nanchang Changbei International Airport,Nanchang Changbei Intl,Nanchang Changbei Intl ,Nanchang,China,CN,Asia,28.859902,115.907845,Asia/Shanghai,138,4,61%,1090,1%,5093,medium_airport,143,,,,
ZJSY,SYX,6499c350-ced5-46c3-882f-d8d08c4770fe,Sanya Phoenix International Airport,Sanya Phoenix International Airport,Sanya Phoenix Intl,Sanya Phoenix Intl ,Sanya,China,CN,Asia,18.305276,109.40888,Asia/Shanghai,139,4,66%,1022,0%,505,large_airport,92,,,,
ZSJN,TNA,c6ba7c6a-b2f8-4c41-a95c-38b9f6ad2ff4,Yaoqiang Airport,Yaoqiang Airport,Jinan Yaoqiang,Yaoqiang ,Jinan,China,CN,Asia,36.857689,117.206881,Asia/Shanghai,140,4,76%,732,1%,4991,large_airport,76,,,,
SBAX,AAX,4dc9058e-a9b5-409d-a724-797f8b284c01,Romeu Zema Airport,Romeu Zema Airport,Romeu Zema Airport,Romeu Zema ,Araxá,Brazil,BR,South America,-19.568056,-46.929167,America/Sao_Paulo,,2,,,,,small_airport,3276,,,,
HECA,CAI,65d3cb19-9a8f-4ec1-b7dc-9486b9e7542b,Cairo International Airport,Cairo International Airport,Cairo Intl,Cairo Intl ,Cairo,Egypt,EG,Middle East,30.120106,31.406469,Africa/Cairo,142,4,81%,461,0%,4908,large_airport,382,,,,
OMAA,AUH,1f275af7-54af-4898-b7d6-4c0caa2b7eb6,Abu Dhabi International Airport,Abu Dhabi International Airport,Abu Dhabi Intl,Abu Dhabi Intl ,Abu Dhabi,United Arab Emirates,AE,Middle East,24.426912,54.645974,Asia/Dubai,143,4,76%,747,0%,4851,large_airport,88,http://www.abudhabiairport.ae/,,,
KRDU,RDU,7852b092-092d-4c60-a638-d43993aa2899,Raleigh Durham International Airport,Raleigh Durham International Airport,Raleigh-Durham Intl,Raleigh Durham Intl ,Raleigh/Durham,United States,US,North America,35.873592,-78.790862,America/New_York,144,4,81%,470,2%,4793,large_airport,435,,TRUE,,
RKSS,GMP,281f4a28-05cf-44bc-8554-cfc68be59ece,Gimpo International Airport,Gimpo International Airport,Gimpo Intl,Gimpo Intl ,Seoul,Republic of Korea,KR,Asia,37.559287,126.803512,Asia/Seoul,145,4,72%,905,1%,475,large_airport,59,http://gimpo.airport.co.kr/eng/index.jsp,,,
KSJC,SJC,cdf0ec10-09ce-4bec-a0d0-f3e7511baae7,Norman Y. Mineta San Jose International Airport,Norman Y. Mineta San Jose International Airport,San Jose Intl,Norman Y. Mineta San Jose Intl ,San Jose,United States,US,North America,37.366736,-121.926375,America/Los_Angeles,146,4,82%,405,1%,4703,large_airport,62,http://www.flysanjose.com/,TRUE,,Main
KPIT,PIT,55394d7e-5085-44dc-8919-ae570e6305b3,Pittsburgh International Airport,Pittsburgh International Airport,Pittsburgh Intl,Pittsburgh Intl ,Pittsburgh,United States,US,North America,40.49585,-80.25657,America/New_York,147,4,85%,288,2%,4694,large_airport,1203,,TRUE,,Main
ZSFZ,FOC,9ef7076e-fb17-4ecb-aca2-c953d202e7ee,Fuzhou Changle International Airport,Fuzhou Changle International Airport,Fuzhou Changle Intl,Fuzhou Changle Intl ,Fuzhou,China,CN,Asia,25.931231,119.66923,Asia/Shanghai,148,4,59%,1109,1%,4688,large_airport,46,http://www.xiafz.com.cn/en/index.asp,,,
SABE,AEP,33907bef-b4c2-4df2-b464-52f95c71fed3,Jorge Newbery Airpark,Jorge Newbery Airpark,Jorge Newbery,Jorge Newbery Airpark,Buenos Aires,Argentina,AR,South America,-34.556221,-58.41667,America/Argentina/Buenos_Aires,149,4,81%,460,1%,4662,medium_airport,18,,,,
EDDH,HAM,235d14c4-df8d-492a-b716-b53d69e4b910,Hamburg Airport,Hamburg Airport,Hamburg,Hamburg ,Hamburg,Germany,DE,Europe,53.631279,10.006414,Europe/Berlin,150,4,80%,553,1%,4661,large_airport,53,https://www.hamburg-airport.de/en/,,,
ZGNN,NNG,72d8296d-f5f4-4152-8158-45fabcf0aaf0,Nanning Wuxu Airport,Nanning Wuxu Airport,Nanning Wuxu Intl,Nanning Wuxu ,Nanning,China,CN,Asia,22.61321,108.167501,Asia/Shanghai,151,4,53%,1156,1%,4595,large_airport,421,http://www.nnairport.com/,,,
VTSP,HKT,5c2e8f65-88c9-4917-a076-4043eff8a926,Phuket International Airport,Phuket International Airport,Phuket Intl,Phuket Intl ,Phuket,Thailand,TH,Asia,8.107619,98.306436,Asia/Bangkok,152,4,61%,1089,0%,4592,large_airport,82,,,,
ZLLL,LHW,c704382d-5f56-409d-a4ad-aa1f51b3b179,Lanzhou Zhongchuan Airport,Lanzhou Zhongchuan Airport,Lanzhou West,Lanzhou Zhongchuan ,Lanzhou,China,CN,Asia,36.509497,103.61756,Asia/Shanghai,153,3,72%,900,1%,4587,medium_airport,6388,,,,
KHOU,HOU,44f745ca-154b-4d48-ba97-c5d9ad5d3ff7,William P Hobby Airport,William P Hobby Airport,William P Hobby,William P Hobby ,Houston,United States,US,North America,29.654513,-95.277018,America/Chicago,154,5,71%,930,2%,454,large_airport,46,http://www.fly2houston.com/hobbyHome,TRUE,,Main
UUWW,VKO,2963c7a4-427f-44a9-b937-73e6e6cdc08c,Vnukovo International Airport,Vnukovo International Airport,Vnukovo,Vnukovo Intl ,Moscow,Russian Federation,RU,Europe,55.60315,37.292098,Europe/Moscow,155,4,43%,1179,0%,4529,large_airport,685,http://www.vnukovo.ru/eng,,,
SBAT,AFL,d851e8a0-cc10-4406-9248-6b7c078b4651,Piloto Osvaldo Marques Dias Airport,Piloto Osvaldo Marques Dias Airport,Alta Floresta,Piloto Osvaldo Marques Dias ,Alta Floresta,Brazil,BR,South America,-9.872456,-56.104768,America/Campo_Grande,,2,,,,,medium_airport,948,,,,
LTAC,ESB,8eb9bb05-09c0-4528-b55e-ad3d8125edc5,Esenboğa International Airport,Esenboğa International Airport,,Esenboğa Intl ,Ankara,Turkey,TR,Europe,40.114941,32.993145,Europe/Istanbul,157,4,78%,630,1%,4515,large_airport,3125,,,,
ZBYN,TYN,966a163f-6e10-411a-9afc-deea6a020e50,Taiyuan Wusu Airport,Taiyuan Wusu Airport,Taiyuan Wusu,Taiyuan Wusu ,Taiyuan,China,CN,Asia,37.754996,112.62585,Asia/Shanghai,158,4,78%,648,1%,4493,large_airport,2575,,,,
ULLI,LED,3829147c-c4b7-4baf-80ea-d21aed576344,Pulkovo Airport,Pulkovo Airport,Pulkovo,Pulkovo ,Saint Petersburg,Russian Federation,RU,Europe,59.799847,30.270505,Europe/Moscow,159,4,88%,154,1%,4487,large_airport,78,http://www.pulkovoairport.ru/,,,
